TEAM,DATE,OPPONENT,HOME(D)/AWAY(W),RESULT,WIN(W)/LOST(P),PTS,2PM,2PA,2P%,3PM,3PA,3P%,SM,SA,S%,FTM,FTA,FT%,OREB,DREB,TREB,AST,PF,FF,TOV,STL,BLK,RBLK,EVAL,YEAR
Górnik Trans.eu Zamek Książ Wałbrzych,2023-05-14 19:00:00,Dziki Warszawa,D,57:72,P,57,17,41,41.5,4,23,17.4,21,64,32.8,11,20,55.0,13,17,30,16,16,21,11,10,5,3,55,2022/2023
Górnik Trans.eu Zamek Książ Wałbrzych,2023-05-20 20:00:00,Dziki Warszawa,W,66:62,P,62,16,38,42.1,7,23,30.4,23,61,37.7,9,19,47.4,9,29,38,19,21,19,12,5,7,2,71,2022/2023
HydroTruck Radom,2022-09-24 17:00:00,BS Polonia Bytom,D,99:91,W,99,19,42,45.2,18,42,42.9,37,84,44.0,7,10,70.0,13,27,40,22,24,11,9,4,5,6,111,2022/2023
HydroTruck Radom,2022-10-01 15:00:00,Enea Basket Poznań,W,89:94,W,94,20,37,54.1,15,38,39.5,35,75,46.7,9,14,64.3,8,27,35,28,20,17,15,12,3,2,112,2022/2023
HydroTruck Radom,2022-10-08 15:00:00,WKK Wrocław,D,80:70,W,80,20,32,62.5,10,34,29.4,30,66,45.5,10,13,76.9,9,33,42,20,20,17,20,11,2,1,96,2022/2023
HydroTruck Radom,2022-10-15 20:00:00,AZS AGH Kraków,W,71:80,W,80,22,37,59.5,9,28,32.1,31,65,47.7,9,12,75.0,4,24,28,17,16,16,11,10,2,2,89,2022/2023
HydroTruck Radom,2022-10-22 18:00:00,Start II Lublin,D,100:89,W,100,25,37,67.6,15,39,38.5,40,76,52.6,5,6,83.3,5,23,28,33,13,9,10,14,1,3,129,2022/2023
HydroTruck Radom,2022-10-30 18:00:00,Górnik Trans.eu Zamek Książ Wałbrzych,W,65:78,W,78,15,29,51.7,15,34,44.1,30,63,47.6,3,5,60.0,8,31,39,18,22,12,11,3,4,2,96,2022/2023
HydroTruck Radom,2022-11-02 18:00:00,Weegree AZS Politechnika Opolska,D,72:68,W,72,16,36,44.4,8,30,26.7,24,66,36.4,16,24,66.7,15,26,41,11,18,21,10,6,3,5,73,2022/2023
HydroTruck Radom,2022-11-07 19:00:00,KKS Polonia Warszawa,W,72:79,W,79,16,36,44.4,8,32,25.0,24,68,35.3,23,32,71.9,15,24,39,16,18,25,11,10,1,5,81,2022/2023
HydroTruck Radom,2022-11-11 18:00:00,PGE Turów Zgorzelec,D,89:72,W,89,29,41,70.7,5,29,17.2,34,70,48.6,16,18,88.9,15,23,38,24,22,17,12,6,2,3,109,2022/2023
HydroTruck Radom,2022-11-16 18:00:00,GKS Tychy,W,98:96,P,96,24,36,66.7,8,25,32.0,32,61,52.5,24,26,92.3,7,22,29,19,22,24,11,9,2,0,113,2022/2023
HydroTruck Radom,2022-11-23 18:00:00,SKS Starogard Gdański,D,87:71,W,87,19,39,48.7,13,29,44.8,32,68,47.1,10,12,83.3,8,25,33,23,30,13,10,10,3,4,108,2022/2023
HydroTruck Radom,2022-11-26 15:00:00,Decka Pelplin,W,76:81,W,81,20,44,45.5,11,27,40.7,31,71,43.7,8,22,36.4,14,24,38,19,16,19,11,9,5,5,87,2022/2023
HydroTruck Radom,2022-12-07 18:00:00,Miasto Szkła Krosno,D,102:68,W,102,27,45,60.0,13,26,50.0,40,71,56.3,9,12,75.0,9,25,34,29,18,17,13,16,3,1,137,2022/2023
HydroTruck Radom,2022-12-10 15:00:00,WKS Śląsk II Wrocław,W,61:91,W,91,22,36,61.1,14,31,45.2,36,67,53.7,5,6,83.3,5,31,36,24,21,12,11,5,2,4,115,2022/2023
HydroTruck Radom,2022-12-14 17:00:00,Sensation Kotwica Kołobrzeg,D,82:68,W,82,18,36,50.0,11,32,34.4,29,68,42.6,13,17,76.5,15,30,45,17,9,15,19,9,2,2,93,2022/2023
HydroTruck Radom,2022-12-17 18:00:00,Dziki Warszawa,W,79:66,P,66,17,34,50.0,7,20,35.0,24,54,44.4,11,18,61.1,4,26,30,13,19,19,18,10,1,3,65,2022/2023
HydroTruck Radom,2023-01-04 18:00:00,MKKS Żak Koszalin,D,77:83,P,77,20,35,57.1,5,30,16.7,25,65,38.5,22,29,75.9,10,20,30,18,22,28,15,6,0,1,69,2022/2023
HydroTruck Radom,2023-01-08 18:00:00,BS Polonia Bytom,W,67:93,W,93,26,39,66.7,10,28,35.7,36,67,53.7,11,16,68.8,9,35,44,24,16,18,14,5,0,2,116,2022/2023
HydroTruck Radom,2023-01-14 15:00:00,Enea Basket Poznań,D,95:89,W,95,21,26,80.8,14,31,45.2,35,57,61.4,11,12,91.7,4,21,25,22,20,17,11,5,2,0,115,2022/2023
HydroTruck Radom,2023-01-18 17:00:00,WKK Wrocław,W,86:69,P,69,19,35,54.3,7,26,26.9,26,61,42.6,10,15,66.7,6,24,30,17,20,15,9,5,0,2,72,2022/2023
HydroTruck Radom,2023-01-25 18:00:00,AZS AGH Kraków,D,90:81,W,90,22,44,50.0,10,24,41.7,32,68,47.1,16,23,69.6,11,24,35,31,20,23,17,13,5,3,114,2022/2023
HydroTruck Radom,2023-01-29 16:00:00,Start II Lublin,W,62:95,W,95,21,37,56.8,14,33,42.4,35,70,50.0,11,19,57.9,13,27,40,31,20,19,14,11,4,5,124,2022/2023
HydroTruck Radom,2023-02-03 18:00:00,Górnik Trans.eu Zamek Książ Wałbrzych,D,70:77,P,70,12,22,54.5,9,34,26.5,21,56,37.5,19,21,90.5,7,17,24,15,17,20,15,10,1,4,68,2022/2023
HydroTruck Radom,2023-02-08 17:00:00,Weegree AZS Politechnika Opolska,W,84:82,P,82,13,24,54.2,13,28,46.4,26,52,50.0,17,23,73.9,2,27,29,14,19,22,18,7,1,1,83,2022/2023
